order_id,billing1_location,billing1_location_type,billing1_viewport,billing2_location,billing2_location_type,billing2_viewport,shipping1_location,shipping1_location_type,shipping1_viewport,shipping2_location,shipping2_location_type,shipping2_viewport
147468,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147470,"{'lat': 23.8628838, 'lng': 90.3961931}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8641957302915, 'lng': 90.3975236802915}, 'southwest': {'lat': 23.8614977697085, 'lng': 90.39482571970849}}",_,_,_,"{'lat': 23.8628838, 'lng': 90.3961931}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8641957302915, 'lng': 90.3975236802915}, 'southwest': {'lat': 23.8614977697085, 'lng': 90.39482571970849}}",_,_,_
147471,"{'lat': 23.8263977, 'lng': 90.439783}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8281018, 'lng': 90.4433092}, 'southwest': {'lat': 23.8217883, 'lng': 90.4372669}}",_,_,_,"{'lat': 23.8263977, 'lng': 90.439783}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8281018, 'lng': 90.4433092}, 'southwest': {'lat': 23.8217883, 'lng': 90.4372669}}",_,_,_
147474,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147475,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147476,"{'lat': 23.807999, 'lng': 90.3602631}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8094122302915, 'lng': 90.3615660302915}, 'southwest': {'lat': 23.8067142697085, 'lng': 90.35886806970849}}",_,_,_,"{'lat': 23.807999, 'lng': 90.3602631}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8094122302915, 'lng': 90.3615660302915}, 'southwest': {'lat': 23.8067142697085, 'lng': 90.35886806970849}}",_,_,_
147477,"{'lat': 23.7698589, 'lng': 90.3676766}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7710772302915, 'lng': 90.3687551802915}, 'southwest': {'lat': 23.7683792697085, 'lng': 90.3660572197085}}",_,_,_,"{'lat': 23.7698589, 'lng': 90.3676766}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7710772302915, 'lng': 90.3687551802915}, 'southwest': {'lat': 23.7683792697085, 'lng': 90.3660572197085}}",_,_,_
147480,"{'lat': 23.820682, 'lng': 90.43490919999999}",APPROXIMATE,"{'northeast': {'lat': 23.82244, 'lng': 90.4362237}, 'southwest': {'lat': 23.8185631, 'lng': 90.4294968}}",_,_,_,"{'lat': 23.820682, 'lng': 90.43490919999999}",APPROXIMATE,"{'northeast': {'lat': 23.82244, 'lng': 90.4362237}, 'southwest': {'lat': 23.8185631, 'lng': 90.4294968}}",_,_,_
147481,"{'lat': 23.8255207, 'lng': 90.4333669}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8258974, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8206853, 'lng': 90.43129929999999}}",_,_,_,"{'lat': 23.8255207, 'lng': 90.4333669}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8258974, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8206853, 'lng': 90.43129929999999}}",_,_,_
147482,"{'lat': 23.8123686, 'lng': 90.4354881}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8137113302915, 'lng': 90.43686603029151}, 'southwest': {'lat': 23.8110133697085, 'lng': 90.4341680697085}}",_,_,_,"{'lat': 23.8123686, 'lng': 90.4354881}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8137113302915, 'lng': 90.43686603029151}, 'southwest': {'lat': 23.8110133697085, 'lng': 90.4341680697085}}",_,_,_
147483,"{'lat': 23.8138432, 'lng': 90.4363142}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8149604302915, 'lng': 90.4384458}, 'southwest': {'lat': 23.8122624697085, 'lng': 90.43457769999999}}",_,_,_,"{'lat': 23.8138432, 'lng': 90.4363142}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8149604302915, 'lng': 90.4384458}, 'southwest': {'lat': 23.8122624697085, 'lng': 90.43457769999999}}",_,_,_
147484,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147485,"{'lat': 23.8562584, 'lng': 90.402638}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8576257802915, 'lng': 90.40397368029151}, 'southwest': {'lat': 23.8549278197085, 'lng': 90.4012757197085}}",_,_,_,"{'lat': 23.8562584, 'lng': 90.402638}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8576257802915, 'lng': 90.40397368029151}, 'southwest': {'lat': 23.8549278197085, 'lng': 90.4012757197085}}",_,_,_
147486,"{'lat': 23.7657259, 'lng': 90.4151231}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7675631, 'lng': 90.4163706802915}, 'southwest': {'lat': 23.7634256, 'lng': 90.41367271970849}}",_,_,_,"{'lat': 23.7657259, 'lng': 90.4151231}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7675631, 'lng': 90.4163706802915}, 'southwest': {'lat': 23.7634256, 'lng': 90.41367271970849}}",_,_,_
147488,"{'lat': 23.795498, 'lng': 90.4019588}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7992031, 'lng': 90.4034123802915}, 'southwest': {'lat': 23.7913045, 'lng': 90.40071441970849}}",_,_,_,"{'lat': 23.795498, 'lng': 90.4019588}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7992031, 'lng': 90.4034123802915}, 'southwest': {'lat': 23.7913045, 'lng': 90.40071441970849}}",_,_,_
147489,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147491,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}","{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}","{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}","{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}"
147492,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}","{'lat': 23.7818314, 'lng': 90.4211794}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7831087802915, 'lng': 90.4225236802915}, 'southwest': {'lat': 23.7804108197085, 'lng': 90.41982571970848}}","{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}","{'lat': 23.7818314, 'lng': 90.4211794}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7831087802915, 'lng': 90.4225236802915}, 'southwest': {'lat': 23.7804108197085, 'lng': 90.41982571970848}}"
147493,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147494,"{'lat': 23.8229657, 'lng': 90.4336123}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8236615, 'lng': 90.4362354}, 'southwest': {'lat': 23.8206787, 'lng': 90.4313729}}",_,_,_,"{'lat': 23.8229657, 'lng': 90.4336123}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8236615, 'lng': 90.4362354}, 'southwest': {'lat': 23.8206787, 'lng': 90.4313729}}",_,_,_
147495,"{'lat': 23.824435, 'lng': 90.4334778}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8251488, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.819198, 'lng': 90.4313729}}",_,_,_,"{'lat': 23.824435, 'lng': 90.4334778}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8251488, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.819198, 'lng': 90.4313729}}",_,_,_
147496,"{'lat': 23.7818314, 'lng': 90.4211794}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7831087802915, 'lng': 90.4225236802915}, 'southwest': {'lat': 23.7804108197085, 'lng': 90.41982571970848}}",_,_,_,"{'lat': 23.7818314, 'lng': 90.4211794}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7831087802915, 'lng': 90.4225236802915}, 'southwest': {'lat': 23.7804108197085, 'lng': 90.41982571970848}}",_,_,_
147497,"{'lat': 23.8144008, 'lng': 90.4351437}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8191881, 'lng': 90.44198279999999}, 'southwest': {'lat': 23.813252, 'lng': 90.427837}}",_,_,_,"{'lat': 23.8144008, 'lng': 90.4351437}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8191881, 'lng': 90.44198279999999}, 'southwest': {'lat': 23.813252, 'lng': 90.427837}}",_,_,_
147501,"{'lat': 23.8257126, 'lng': 90.4313001}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8266361, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8192152, 'lng': 90.42547979999999}}",_,_,_,"{'lat': 23.8257126, 'lng': 90.4313001}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8266361, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8192152, 'lng': 90.42547979999999}}",_,_,_
147502,"{'lat': 23.795498, 'lng': 90.4019588}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7992031, 'lng': 90.4034123802915}, 'southwest': {'lat': 23.7913045, 'lng': 90.40071441970849}}",_,_,_,"{'lat': 23.795498, 'lng': 90.4019588}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7992031, 'lng': 90.4034123802915}, 'southwest': {'lat': 23.7913045, 'lng': 90.40071441970849}}",_,_,_
147503,"{'lat': 23.8203181, 'lng': 90.4386793}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8216508302915, 'lng': 90.441688}, 'southwest': {'lat': 23.8189528697085, 'lng': 90.43608809999999}}","{'lat': 23.8172205, 'lng': 90.4291959}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8187005802915, 'lng': 90.4305118802915}, 'southwest': {'lat': 23.8160026197085, 'lng': 90.4278139197085}}","{'lat': 23.8203181, 'lng': 90.4386793}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8216508302915, 'lng': 90.441688}, 'southwest': {'lat': 23.8189528697085, 'lng': 90.43608809999999}}","{'lat': 23.8172205, 'lng': 90.4291959}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8187005802915, 'lng': 90.4305118802915}, 'southwest': {'lat': 23.8160026197085, 'lng': 90.4278139197085}}"
147504,_,_,_,"{'lat': 23.8628838, 'lng': 90.3961931}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8641957302915, 'lng': 90.3975236802915}, 'southwest': {'lat': 23.8614977697085, 'lng': 90.39482571970849}}",_,_,_,"{'lat': 23.8628838, 'lng': 90.3961931}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8641957302915, 'lng': 90.3975236802915}, 'southwest': {'lat': 23.8614977697085, 'lng': 90.39482571970849}}"
147505,_,_,_,_,_,_,_,_,_,_,_,_
147506,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147507,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147508,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147509,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147510,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147512,"{'lat': 23.8257126, 'lng': 90.4313001}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8266361, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8192152, 'lng': 90.42547979999999}}",_,_,_,"{'lat': 23.8257126, 'lng': 90.4313001}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8266361, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8192152, 'lng': 90.42547979999999}}",_,_,_
147513,"{'lat': 23.8255207, 'lng': 90.4333669}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8258974, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8206853, 'lng': 90.43129929999999}}",_,_,_,"{'lat': 23.8255207, 'lng': 90.4333669}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8258974, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8206853, 'lng': 90.43129929999999}}",_,_,_
147514,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147515,"{'lat': 23.824435, 'lng': 90.4334778}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8251488, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.819198, 'lng': 90.4313729}}",_,_,_,"{'lat': 23.824435, 'lng': 90.4334778}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8251488, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.819198, 'lng': 90.4313729}}",_,_,_
147516,"{'lat': 23.8203181, 'lng': 90.4386793}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8216508302915, 'lng': 90.441688}, 'southwest': {'lat': 23.8189528697085, 'lng': 90.43608809999999}}",_,_,_,"{'lat': 23.8203181, 'lng': 90.4386793}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8216508302915, 'lng': 90.441688}, 'southwest': {'lat': 23.8189528697085, 'lng': 90.43608809999999}}",_,_,_
147521,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147524,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147525,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147526,"{'lat': 23.7949857, 'lng': 90.3977572}",ROOFTOP,"{'northeast': {'lat': 23.7963305302915, 'lng': 90.3990933802915}, 'southwest': {'lat': 23.7936325697085, 'lng': 90.3963954197085}}",_,_,_,"{'lat': 23.7949857, 'lng': 90.3977572}",ROOFTOP,"{'northeast': {'lat': 23.7963305302915, 'lng': 90.3990933802915}, 'southwest': {'lat': 23.7936325697085, 'lng': 90.3963954197085}}",_,_,_
147529,"{'lat': 23.8628838, 'lng': 90.3961931}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8641957302915, 'lng': 90.3975236802915}, 'southwest': {'lat': 23.8614977697085, 'lng': 90.39482571970849}}",_,_,_,"{'lat': 23.8628838, 'lng': 90.3961931}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8641957302915, 'lng': 90.3975236802915}, 'southwest': {'lat': 23.8614977697085, 'lng': 90.39482571970849}}",_,_,_
147535,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147536,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147540,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147541,"{'lat': 23.7648908, 'lng': 90.4128074}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7666399302915, 'lng': 90.4141800302915}, 'southwest': {'lat': 23.76394196970849, 'lng': 90.4114820697085}}",_,_,_,"{'lat': 23.7648908, 'lng': 90.4128074}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7666399302915, 'lng': 90.4141800302915}, 'southwest': {'lat': 23.76394196970849, 'lng': 90.4114820697085}}",_,_,_
147543,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147544,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147545,"{'lat': 23.8138432, 'lng': 90.4363142}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8149604302915, 'lng': 90.4384458}, 'southwest': {'lat': 23.8122624697085, 'lng': 90.43457769999999}}","{'lat': 23.7818314, 'lng': 90.4211794}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7831087802915, 'lng': 90.4225236802915}, 'southwest': {'lat': 23.7804108197085, 'lng': 90.41982571970848}}","{'lat': 23.8138432, 'lng': 90.4363142}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8149604302915, 'lng': 90.4384458}, 'southwest': {'lat': 23.8122624697085, 'lng': 90.43457769999999}}","{'lat': 23.7818314, 'lng': 90.4211794}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.7831087802915, 'lng': 90.4225236802915}, 'southwest': {'lat': 23.7804108197085, 'lng': 90.41982571970848}}"
147546,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147547,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147548,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147549,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147550,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147552,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147553,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_,"{'lat': 23.8191441, 'lng': 90.45259539999999}",APPROXIMATE,"{'northeast': {'lat': 23.83144, 'lng': 90.4843425}, 'southwest': {'lat': 23.8076484, 'lng': 90.42436839999999}}",_,_,_
147556,"{'lat': 23.8257126, 'lng': 90.4313001}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8266361, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8192152, 'lng': 90.42547979999999}}",_,_,_,"{'lat': 23.8257126, 'lng': 90.4313001}",GEOMETRIC_CENTER,"{'northeast': {'lat': 23.8266361, 'lng': 90.43638279999999}, 'southwest': {'lat': 23.8192152, 'lng': 90.42547979999999}}",_,_,_
